order_id,customer_id,order_date,category,order_value_zar,points_redeemed,order_status,checkout_error
O0008671,C001693,2026-02-02,Home,3770.60,1509,Delivered,
O0008672,C000270,2026-04-21,Home,967.61,179,Failed,loyalty_redemption_timeout
O0008673,C005128,2026-06-07,Electronics,3111.14,0,Returned,
O0008674,C009041,2026-05-02,Home,3916.59,0,Delivered,
O0008675,C011532,2026-06-26,Fashion,684.81,0,Delivered,
O0008676,C006451,2026-03-08,Electronics,2677.93,0,Delivered,
O0008677,C003950,2026-03-23,Fashion,310.66,0,Delivered,
O0008678,C006820,2026-03-06,Beauty,417.45,0,Returned,
O0008679,C006623,2026-03-03,Electronics,3910.53,0,Returned,
O0008680,C000766,2026-06-27,Grocery,2353.90,0,Delivered,
O0008681,C008366,2026-06-26,Beauty,1078.20,0,Returned,
O0008682,C000341,2026-04-12,Home,995.99,0,Returned,
O0008683,C006429,2026-04-24,Electronics,2794.27,0,Delivered,
O0008684,C000112,2026-05-15,Grocery,1039.17,0,Delivered,
O0008685,C005450,2026-03-11,Fashion,2800.80,0,Delivered,
O0008686,C007561,2026-05-16,Home,241.86,0,Delivered,
O0008687,C007268,2026-07-09,Home,3764.81,1351,Delivered,
O0008688,C006306,2026-07-09,Grocery,3883.73,0,Delivered,
O0008689,C008645,2026-06-19,Beauty,504.99,0,Returned,
O0008690,C010014,2026-04-24,Grocery,2640.73,0,Returned,
O0008691,C010146,2026-02-21,Electronics,1371.71,0,Delivered,
O0008692,C001978,2026-03-16,Electronics,3343.16,0,Delivered,
O0008693,C002587,2026-06-18,Home,2427.86,1691,Returned,
O0008694,C001926,2026-05-10,Home,2005.10,0,Delivered,
O0008695,C006526,2026-07-18,Fashion,4288.90,0,Delivered,
O0008696,C009981,2026-01-10,Fashion,3530.41,171,Delivered,
O0008697,C009095,2026-07-02,Beauty,3955.52,1006,Returned,
O0008698,C006757,2026-04-07,Beauty,3908.09,0,Delivered,
O0008699,C008042,2026-02-17,Beauty,189.41,1751,Delivered,
O0008700,C005944,2026-05-07,Fashion,1891.97,0,Delivered,
O0008701,C007382,2026-03-15,Electronics,1699.55,1422,Delivered,
O0008702,C003317,2026-03-25,Home,3096.73,0,Returned,
O0008703,C004181,2026-03-06,Beauty,1981.65,0,Delivered,
O0008704,C009675,2026-04-22,Electronics,1466.36,0,Delivered,
O0008705,C002366,2026-06-01,Grocery,2312.37,0,Delivered,
O0008706,C006096,2026-02-13,Home,354.67,0,Delivered,
O0008707,C005427,2026-01-05,Grocery,3365.17,1861,Delivered,
O0008708,C003690,2026-02-23,Grocery,2059.88,0,Delivered,
O0008709,C010686,2026-03-03,Grocery,1919.44,1797,Delivered,
O0008710,C008995,2026-04-24,Electronics,1363.50,0,Delivered,
O0008711,C006640,2026-01-19,Home,2247.00,1646,Returned,
O0008712,C003201,2026-01-02,Grocery,646.34,1393,Delivered,
O0008713,C005471,2026-04-23,Home,187.89,0,Delivered,
O0008714,C005752,2026-01-27,Grocery,1236.75,967,Delivered,
O0008715,C008972,2026-05-09,Grocery,1594.11,0,Delivered,
O0008716,C011628,2026-03-06,Electronics,2498.55,0,Delivered,
O0008717,C009554,2026-06-10,Electronics,1610.35,0,Delivered,
O0008718,C001635,2026-05-05,Beauty,2667.51,1020,Delivered,
O0008719,C003503,2026-07-11,Electronics,2246.05,0,Delivered,
O0008720,C007981,2026-02-01,Beauty,4188.54,0,Returned,
O0008721,C005258,2026-05-11,Home,1743.43,0,Returned,
O0008722,C010473,2026-04-18,Home,2439.56,0,Delivered,
O0008723,C002443,2026-06-03,Home,1758.23,0,Delivered,
O0008724,C011842,2026-01-14,Grocery,3255.30,0,Returned,
O0008725,C009411,2026-05-16,Home,1054.86,0,Delivered,
O0008726,C000237,2026-05-23,Home,2067.67,0,Returned,
O0008727,C009252,2026-07-08,Beauty,2135.11,0,Delivered,
O0008728,C005317,2026-05-22,Grocery,3852.75,0,Delivered,
O0008729,C006602,2026-06-03,Grocery,219.07,0,Returned,
O0008730,C002152,2026-03-14,Beauty,1142.64,455,Delivered,
O0008731,C003481,2026-07-22,Home,1312.50,0,Delivered,
O0008732,C004133,2026-04-18,Electronics,980.69,946,Returned,
O0008733,C003219,2026-07-26,Home,3338.08,0,Delivered,
O0008734,C003899,2026-02-14,Beauty,2935.07,0,Delivered,
O0008735,C008786,2026-05-06,Electronics,2433.38,0,Delivered,
O0008736,C007572,2026-06-18,Fashion,3729.46,259,Delivered,
O0008737,C000769,2026-06-08,Electronics,3743.80,0,Returned,
O0008738,C011714,2026-04-07,Electronics,1188.77,0,Returned,
O0008739,C005712,2026-06-21,Fashion,2950.50,0,Delivered,
O0008740,C011202,2026-07-10,Grocery,1469.46,0,Delivered,
O0008741,C000873,2026-02-12,Grocery,1425.33,0,Delivered,
O0008742,C003453,2026-06-15,Electronics,4235.64,1169,Delivered,
O0008743,C009444,2026-07-18,Fashion,632.71,296,Returned,
O0008744,C007149,2026-02-01,Beauty,3612.45,0,Delivered,
O0008745,C010777,2026-03-16,Fashion,4084.94,0,Returned,
O0008746,C004657,2026-02-16,Electronics,3556.76,0,Delivered,
O0008747,C000572,2026-05-05,Beauty,3031.00,0,Delivered,
O0008748,C006750,2026-04-07,Grocery,1374.56,0,Delivered,
O0008749,C010491,2026-03-20,Electronics,467.58,0,Returned,
O0008750,C002078,2026-02-20,Fashion,3791.45,443,Delivered,
O0008751,C002187,2026-04-22,Beauty,2109.96,0,Delivered,
O0008752,C004261,2026-02-09,Fashion,4085.68,467,Delivered,
O0008753,C008682,2026-03-01,Grocery,1091.56,0,Delivered,
O0008754,C011691,2026-07-24,Fashion,1369.11,0,Returned,
O0008755,C008193,2026-06-19,Home,3931.68,0,Delivered,
O0008756,C011902,2026-04-19,Fashion,1416.71,0,Returned,
O0008757,C011789,2026-03-02,Electronics,689.64,0,Delivered,
O0008758,C008866,2026-04-23,Beauty,3860.81,202,Delivered,
O0008759,C004107,2026-01-20,Grocery,1008.29,0,Returned,
O0008760,C011869,2026-04-10,Grocery,3337.07,0,Returned,
O0008761,C005539,2026-02-11,Grocery,3521.02,0,Returned,
O0008762,C003450,2026-03-24,Grocery,3502.42,1183,Returned,
O0008763,C009405,2026-06-14,Grocery,1031.14,0,Delivered,
O0008764,C009691,2026-07-17,Fashion,3711.92,0,Delivered,
O0008765,C000509,2026-07-21,Electronics,2779.19,0,Delivered,
O0008766,C002147,2026-04-09,Home,1742.49,0,Returned,
O0008767,C003093,2026-07-23,Electronics,3826.27,1878,Delivered,
O0008768,C008082,2026-02-19,Grocery,2021.92,0,Returned,
O0008769,C005107,2026-04-19,Home,2849.12,0,Returned,
O0008770,C011035,2026-03-24,Home,1325.60,0,Delivered,
O0008771,C011075,2026-03-01,Fashion,3992.59,0,Returned,
O0008772,C011645,2026-03-20,Grocery,3524.69,0,Delivered,
O0008773,C003822,2026-01-02,Grocery,1416.09,0,Delivered,
O0008774,C007096,2026-07-12,Home,998.48,0,Delivered,
O0008775,C003426,2026-03-24,Grocery,1439.72,0,Delivered,
O0008776,C007021,2026-02-26,Beauty,1652.34,999,Returned,
O0008777,C011560,2026-01-22,Electronics,1834.04,0,Delivered,
O0008778,C001638,2026-01-03,Fashion,2519.05,0,Delivered,
O0008779,C002029,2026-03-17,Beauty,2950.92,0,Delivered,
O0008780,C010864,2026-03-09,Fashion,1831.79,0,Delivered,
O0008781,C003746,2026-02-27,Electronics,1554.87,0,Delivered,
O0008782,C006573,2026-02-27,Beauty,1059.35,0,Delivered,
O0008783,C003564,2026-02-20,Grocery,3636.97,0,Delivered,
O0008784,C000981,2026-02-06,Beauty,3861.26,511,Delivered,
O0008785,C008398,2026-07-16,Fashion,3452.21,0,Delivered,
O0008786,C000867,2026-05-19,Grocery,2354.15,0,Delivered,
O0008787,C009761,2026-06-15,Fashion,4005.99,0,Delivered,
O0008788,C007396,2026-04-27,Electronics,2887.13,1566,Delivered,
O0008789,C000508,2026-04-15,Electronics,269.39,1675,Returned,
O0008790,C006194,2026-02-22,Beauty,1968.15,0,Returned,
O0008791,C006799,2026-01-13,Fashion,4208.25,0,Delivered,
O0008792,C011187,2026-03-27,Beauty,909.38,0,Delivered,
O0008793,C004934,2026-05-24,Grocery,3906.77,0,Returned,
O0008794,C001455,2026-03-16,Fashion,2548.45,0,Delivered,
O0008795,C001229,2026-06-02,Beauty,1010.00,0,Delivered,
O0008796,C008441,2026-06-23,Grocery,359.59,0,Delivered,
O0008797,C002431,2026-06-11,Home,348.66,0,Delivered,
O0008798,C007035,2026-07-04,Grocery,1374.41,761,Delivered,
O0008799,C010251,2026-02-11,Grocery,1310.64,1505,Returned,
O0008800,C002738,2026-02-11,Electronics,1628.67,0,Returned,
O0008801,C000159,2026-01-26,Beauty,3865.67,1452,Returned,
O0008802,C005741,2026-03-25,Grocery,2573.06,0,Delivered,
O0008803,C001608,2026-03-13,Electronics,678.74,0,Delivered,
O0008804,C002139,2026-07-22,Electronics,3781.49,0,Delivered,
O0008805,C004710,2026-05-11,Fashion,867.02,0,Returned,
O0008806,C011907,2026-05-11,Beauty,3858.84,0,Delivered,
O0008807,C005135,2026-07-25,Grocery,1266.48,0,Delivered,
O0008808,C011666,2026-05-15,Beauty,1570.03,700,Delivered,
O0008809,C008147,2026-03-24,Beauty,1324.11,0,Delivered,
O0008810,C005679,2026-06-12,Home,2880.65,0,Returned,
O0008811,C002540,2026-07-05,Electronics,857.29,0,Delivered,
O0008812,C009478,2026-07-08,Fashion,276.66,0,Returned,
O0008813,C000138,2026-05-03,Grocery,1573.20,1724,Returned,
O0008814,C010405,2026-01-04,Electronics,608.19,0,Returned,
O0008815,C000390,2026-02-14,Home,2938.56,0,Returned,
O0008816,C001944,2026-04-03,Beauty,3927.44,0,Delivered,
O0008817,C007266,2026-03-23,Home,1503.77,0,Delivered,
O0008818,C010529,2026-06-25,Beauty,1387.02,0,Delivered,
O0008819,C005502,2026-06-10,Electronics,2840.91,0,Delivered,
O0008820,C007369,2026-04-10,Electronics,462.62,0,Delivered,
O0008821,C006372,2026-02-21,Electronics,528.62,0,Returned,
O0008822,C005795,2026-07-18,Beauty,1778.98,0,Returned,
O0008823,C006206,2026-05-23,Beauty,636.15,0,Delivered,
O0008824,C004975,2026-03-07,Fashion,2309.49,0,Delivered,
O0008825,C006506,2026-03-25,Grocery,2044.09,0,Delivered,
O0008826,C010734,2026-07-22,Fashion,2774.23,0,Returned,
O0008827,C006156,2026-03-06,Home,1176.20,1530,Delivered,
O0008828,C002780,2026-04-10,Electronics,228.78,0,Delivered,
O0008829,C005254,2026-06-03,Beauty,2530.61,0,Delivered,
O0008830,C004877,2026-06-20,Beauty,370.70,0,Delivered,
O0008831,C004887,2026-07-16,Electronics,1776.11,0,Delivered,
O0008832,C008658,2026-02-16,Beauty,4226.60,0,Returned,
O0008833,C001984,2026-06-15,Beauty,1481.03,0,Returned,
O0008834,C008654,2026-01-17,Beauty,2824.09,801,Delivered,
O0008835,C005511,2026-05-21,Home,1148.43,0,Delivered,
O0008836,C004657,2026-05-13,Electronics,298.28,0,Returned,
O0008837,C000754,2026-05-07,Grocery,3778.33,1335,Failed,loyalty_redemption_timeout
O0008838,C004943,2026-02-11,Fashion,3770.37,0,Delivered,
O0008839,C001171,2026-04-24,Electronics,524.89,221,Delivered,
O0008840,C000505,2026-02-10,Electronics,3377.19,0,Delivered,
O0008841,C003386,2026-07-27,Electronics,1524.44,0,Delivered,
O0008842,C001015,2026-03-20,Home,1886.95,0,Delivered,
O0008843,C002542,2026-06-10,Electronics,3758.19,265,Delivered,
O0008844,C005056,2026-03-07,Electronics,4012.81,0,Delivered,
O0008845,C002457,2026-04-14,Electronics,3238.46,1717,Delivered,
O0008846,C000182,2026-07-11,Fashion,2452.69,0,Returned,
O0008847,C008354,2026-01-03,Grocery,3664.24,0,Returned,
O0008848,C003201,2026-03-13,Beauty,2105.18,0,Delivered,
O0008849,C001254,2026-07-17,Electronics,1762.66,0,Returned,
O0008850,C010764,2026-03-01,Home,3769.21,0,Returned,
O0008851,C009080,2026-03-10,Fashion,564.75,0,Delivered,
O0008852,C008877,2026-02-05,Home,831.09,0,Delivered,
O0008853,C002730,2026-01-02,Grocery,342.55,0,Delivered,
O0008854,C006612,2026-04-13,Home,2727.48,1800,Delivered,
O0008855,C000012,2026-04-01,Grocery,2935.88,0,Delivered,
O0008856,C009589,2026-02-06,Fashion,1252.48,0,Delivered,
O0008857,C008199,2026-01-19,Beauty,825.68,0,Delivered,
O0008858,C003299,2026-04-05,Home,3956.24,0,Delivered,
O0008859,C005088,2026-04-15,Beauty,3044.34,0,Delivered,
O0008860,C005912,2026-03-08,Electronics,3890.32,0,Delivered,
O0008861,C010947,2026-02-01,Beauty,184.73,0,Returned,
O0008862,C000084,2026-06-19,Fashion,3795.50,0,Returned,
O0008863,C010859,2026-07-10,Beauty,1674.28,0,Delivered,
O0008864,C008107,2026-06-16,Beauty,2653.32,0,Returned,
O0008865,C007773,2026-01-12,Electronics,496.51,0,Returned,
O0008866,C000551,2026-02-08,Home,526.88,0,Returned,
O0008867,C005551,2026-05-20,Beauty,3897.87,0,Delivered,
O0008868,C010903,2026-04-26,Grocery,3116.98,0,Returned,
O0008869,C007465,2026-02-04,Grocery,4272.01,0,Delivered,
O0008870,C010544,2026-01-26,Grocery,4370.96,1206,Delivered,
O0008871,C004890,2026-02-20,Grocery,322.07,0,Returned,
O0008872,C001363,2026-01-22,Home,1641.55,0,Returned,
O0008873,C001847,2026-05-20,Home,1684.61,0,Delivered,
O0008874,C004982,2026-07-23,Fashion,3763.44,0,Delivered,
O0008875,C001580,2026-06-15,Home,2631.47,1157,Delivered,
O0008876,C010240,2026-07-14,Electronics,2951.93,0,Delivered,
O0008877,C000032,2026-06-26,Electronics,1180.17,0,Delivered,
O0008878,C009074,2026-05-25,Fashion,2698.68,0,Delivered,
O0008879,C008198,2026-06-13,Grocery,2780.46,1119,Delivered,
O0008880,C007892,2026-03-10,Home,1583.06,0,Delivered,
O0008881,C009995,2026-07-06,Fashion,1195.91,0,Delivered,
O0008882,C003723,2026-07-10,Home,776.88,0,Returned,
O0008883,C003583,2026-01-09,Fashion,3311.73,0,Returned,
O0008884,C011382,2026-03-21,Grocery,3381.89,0,Returned,
O0008885,C006196,2026-03-11,Grocery,3733.29,0,Returned,
O0008886,C004996,2026-06-14,Beauty,2487.95,0,Delivered,
O0008887,C001439,2026-06-23,Home,3423.02,0,Delivered,
O0008888,C001027,2026-05-08,Fashion,2697.69,0,Returned,
O0008889,C000942,2026-03-22,Grocery,2417.14,0,Returned,
O0008890,C011481,2026-03-17,Fashion,2966.56,0,Delivered,
O0008891,C008860,2026-07-06,Grocery,374.41,0,Delivered,
O0008892,C003603,2026-01-14,Grocery,875.14,0,Delivered,
O0008893,C002909,2026-06-25,Grocery,1770.80,1288,Failed,loyalty_redemption_timeout
O0008894,C009158,2026-04-26,Fashion,1307.31,0,Delivered,
O0008895,C002663,2026-06-27,Electronics,3471.59,0,Delivered,
O0008896,C009747,2026-02-24,Beauty,2815.32,475,Delivered,
O0008897,C008008,2026-07-14,Electronics,4218.32,0,Delivered,
O0008898,C002320,2026-04-27,Electronics,3077.00,0,Delivered,
O0008899,C011901,2026-01-07,Electronics,249.50,439,Delivered,
O0008900,C004824,2026-05-11,Electronics,2294.66,0,Delivered,
O0008901,C002142,2026-04-24,Beauty,2185.80,0,Delivered,
O0008902,C003241,2026-02-03,Beauty,282.36,1556,Delivered,
O0008903,C010778,2026-07-08,Electronics,3561.94,0,Delivered,
O0008904,C001706,2026-04-15,Electronics,3859.93,970,Delivered,
O0008905,C007765,2026-07-09,Beauty,1069.51,0,Returned,
O0008906,C009407,2026-05-01,Home,212.99,0,Delivered,
O0008907,C005685,2026-03-24,Fashion,3272.11,0,Returned,
O0008908,C001030,2026-04-24,Home,1807.91,1217,Delivered,
O0008909,C005224,2026-04-22,Grocery,661.96,1636,Delivered,
O0008910,C001052,2026-04-12,Fashion,2580.71,1865,Delivered,
O0008911,C005894,2026-03-08,Grocery,1217.29,364,Returned,
O0008912,C001019,2026-02-04,Home,614.15,0,Returned,
O0008913,C003705,2026-04-13,Home,3566.16,352,Delivered,
O0008914,C006684,2026-03-11,Beauty,3286.87,0,Returned,
O0008915,C001321,2026-02-05,Grocery,3694.24,0,Delivered,
O0008916,C005713,2026-01-11,Home,899.37,0,Delivered,
O0008917,C001842,2026-03-16,Home,2710.65,945,Delivered,
O0008918,C011125,2026-03-08,Home,2354.41,0,Delivered,
O0008919,C006519,2026-04-19,Beauty,3552.62,0,Delivered,
O0008920,C008655,2026-05-11,Grocery,652.35,0,Delivered,
O0008921,C000584,2026-02-25,Electronics,1273.23,0,Delivered,
O0008922,C004260,2026-03-23,Beauty,300.46,1345,Delivered,
O0008923,C000736,2026-02-13,Home,419.95,0,Delivered,
O0008924,C007420,2026-07-26,Electronics,3286.01,0,Returned,
O0008925,C010481,2026-03-12,Home,1464.63,0,Delivered,
O0008926,C006664,2026-03-04,Fashion,2964.54,0,Returned,
O0008927,C005418,2026-02-26,Electronics,2110.88,0,Delivered,
O0008928,C010101,2026-07-16,Grocery,1660.82,0,Delivered,
O0008929,C001279,2026-01-14,Beauty,3490.79,0,Delivered,
O0008930,C002995,2026-05-01,Fashion,2277.75,0,Returned,
O0008931,C003074,2026-03-11,Fashion,1676.49,0,Delivered,
O0008932,C006117,2026-06-20,Grocery,1993.75,0,Delivered,
O0008933,C008413,2026-02-05,Home,2161.74,0,Returned,
O0008934,C004919,2026-02-27,Grocery,1088.69,0,Delivered,
O0008935,C001504,2026-05-03,Grocery,2108.46,0,Delivered,
O0008936,C005046,2026-06-09,Grocery,1061.97,0,Delivered,
O0008937,C003347,2026-05-16,Grocery,2083.99,0,Delivered,
O0008938,C002510,2026-04-01,Fashion,1307.67,0,Returned,
O0008939,C009274,2026-06-17,Electronics,1164.53,0,Delivered,
O0008940,C008417,2026-06-15,Fashion,2352.53,0,Returned,
O0008941,C008960,2026-07-05,Home,553.06,0,Delivered,
O0008942,C002744,2026-07-19,Fashion,3470.53,0,Returned,
O0008943,C002172,2026-03-16,Grocery,1718.52,0,Returned,
O0008944,C004044,2026-04-25,Grocery,3475.39,0,Delivered,
O0008945,C001611,2026-06-09,Electronics,1670.77,0,Delivered,
O0008946,C000893,2026-06-13,Electronics,3472.52,0,Delivered,
O0008947,C011890,2026-02-03,Fashion,1803.50,0,Delivered,
O0008948,C007064,2026-06-23,Fashion,4236.07,0,Delivered,
O0008949,C008821,2026-04-16,Beauty,1329.17,1437,Delivered,
O0008950,C000619,2026-02-01,Electronics,3376.64,0,Delivered,
O0008951,C009771,2026-07-23,Home,654.91,0,Delivered,
O0008952,C004237,2026-07-04,Electronics,2430.21,0,Delivered,
O0008953,C001486,2026-06-24,Electronics,2057.48,1252,Failed,loyalty_redemption_timeout
O0008954,C005996,2026-07-19,Home,4076.31,0,Delivered,
O0008955,C002719,2026-05-14,Electronics,1259.47,0,Delivered,
O0008956,C000699,2026-07-03,Home,2894.24,0,Delivered,
O0008957,C000643,2026-02-14,Grocery,2081.77,0,Delivered,
O0008958,C003910,2026-05-05,Grocery,1900.00,0,Delivered,
O0008959,C006576,2026-05-23,Fashion,1358.85,0,Delivered,
O0008960,C000689,2026-04-11,Fashion,2431.06,0,Delivered,
O0008961,C002867,2026-05-07,Grocery,2504.00,0,Returned,
O0008962,C001364,2026-03-23,Beauty,1540.53,0,Delivered,
O0008963,C002756,2026-04-04,Electronics,2134.05,0,Delivered,
O0008964,C008162,2026-05-25,Grocery,2029.20,737,Delivered,
O0008965,C010203,2026-07-25,Beauty,657.49,0,Returned,
O0008966,C011712,2026-02-05,Electronics,2087.37,0,Delivered,
O0008967,C001474,2026-04-17,Home,3652.02,0,Delivered,
O0008968,C006639,2026-07-12,Fashion,869.42,0,Delivered,
O0008969,C003165,2026-04-13,Grocery,2191.38,0,Delivered,
O0008970,C011525,2026-07-17,Beauty,3420.55,0,Returned,
O0008971,C010628,2026-07-25,Fashion,2148.54,0,Delivered,
O0008972,C007689,2026-03-12,Electronics,2030.79,0,Delivered,
O0008973,C000583,2026-02-27,Grocery,564.38,0,Delivered,
O0008974,C003958,2026-06-12,Grocery,665.27,0,Delivered,
O0008975,C001356,2026-05-20,Beauty,2591.41,0,Delivered,
O0008976,C001780,2026-07-26,Home,641.11,0,Delivered,
O0008977,C007954,2026-02-01,Grocery,1319.99,0,Delivered,
O0008978,C007063,2026-05-21,Home,1922.04,0,Delivered,
O0008979,C005630,2026-06-23,Home,3592.81,0,Returned,
O0008980,C006233,2026-01-01,Grocery,939.63,0,Delivered,
O0008981,C011070,2026-01-25,Grocery,4136.29,0,Delivered,
O0008982,C002878,2026-05-20,Grocery,3686.67,0,Delivered,
O0008983,C010206,2026-02-17,Fashion,4116.34,0,Delivered,
O0008984,C010562,2026-06-19,Fashion,2088.91,0,Returned,
O0008985,C002483,2026-07-11,Grocery,2771.35,0,Delivered,
O0008986,C004811,2026-05-14,Electronics,1807.30,0,Delivered,
O0008987,C004071,2026-01-20,Home,1800.22,1249,Returned,
O0008988,C004080,2026-03-11,Home,2971.57,0,Delivered,
O0008989,C006958,2026-01-27,Home,1330.64,0,Delivered,
O0008990,C001173,2026-06-11,Electronics,1174.99,353,Delivered,
O0008991,C009814,2026-02-26,Fashion,2548.37,0,Delivered,
O0008992,C009617,2026-03-10,Fashion,2023.18,1004,Delivered,
O0008993,C007111,2026-02-11,Fashion,1273.59,711,Delivered,
O0008994,C007736,2026-03-12,Grocery,2473.61,0,Delivered,
O0008995,C003889,2026-04-25,Fashion,2147.20,0,Returned,
O0008996,C009871,2026-04-13,Electronics,642.25,0,Delivered,
O0008997,C011586,2026-03-25,Grocery,2007.56,730,Delivered,
O0008998,C006221,2026-04-15,Grocery,663.41,0,Delivered,
O0008999,C006908,2026-06-07,Electronics,490.81,114,Delivered,
O0009000,C003252,2026-07-09,Grocery,2144.61,1252,Delivered,
O0009001,C008454,2026-07-18,Beauty,1377.27,0,Delivered,
O0009002,C009971,2026-02-18,Fashion,1974.89,0,Delivered,
O0009003,C011305,2026-06-10,Beauty,917.51,0,Delivered,
O0009004,C005029,2026-05-07,Fashion,194.82,0,Returned,
O0009005,C008835,2026-03-24,Home,2257.23,0,Delivered,
O0009006,C005422,2026-01-04,Home,1642.05,0,Delivered,
O0009007,C007387,2026-01-15,Electronics,246.32,0,Delivered,
O0009008,C009003,2026-06-22,Fashion,1141.47,0,Delivered,
O0009009,C010820,2026-03-23,Electronics,754.04,0,Delivered,
O0009010,C008380,2026-06-25,Home,3668.59,0,Delivered,
O0009011,C006456,2026-07-07,Electronics,3648.60,0,Delivered,
O0009012,C007443,2026-01-23,Home,2803.69,0,Delivered,
O0009013,C003421,2026-06-26,Grocery,4316.49,0,Returned,
O0009014,C004697,2026-06-24,Home,374.72,0,Delivered,
O0009015,C011308,2026-03-07,Fashion,2443.54,0,Returned,
O0009016,C001350,2026-01-11,Home,3829.04,0,Delivered,
O0009017,C002625,2026-05-17,Fashion,3863.31,1336,Delivered,
O0009018,C008431,2026-07-27,Fashion,214.22,0,Delivered,
O0009019,C007510,2026-07-11,Fashion,1410.13,0,Returned,
O0009020,C003258,2026-05-25,Electronics,4201.61,0,Delivered,
O0009021,C011122,2026-04-21,Fashion,687.62,0,Delivered,
O0009022,C006438,2026-03-17,Fashion,2912.27,0,Delivered,
O0009023,C005469,2026-02-15,Beauty,3843.13,0,Delivered,
O0009024,C006443,2026-07-12,Fashion,1355.81,0,Returned,
O0009025,C000538,2026-01-02,Beauty,3733.15,1879,Delivered,
O0009026,C003883,2026-07-18,Home,1169.48,0,Delivered,
O0009027,C011493,2026-02-04,Home,3981.59,1074,Delivered,
O0009028,C006622,2026-05-11,Home,1490.83,0,Delivered,
O0009029,C009104,2026-04-05,Fashion,1295.83,0,Delivered,
O0009030,C011984,2026-01-08,Grocery,1994.55,514,Returned,
O0009031,C008976,2026-02-22,Grocery,4096.64,0,Delivered,
O0009032,C005360,2026-04-10,Electronics,3106.00,699,Delivered,
O0009033,C003673,2026-07-07,Beauty,739.65,0,Delivered,
O0009034,C004488,2026-05-02,Grocery,1946.23,815,Returned,
O0009035,C002183,2026-03-16,Fashion,1923.21,0,Delivered,
O0009036,C000333,2026-05-23,Beauty,3149.24,1817,Delivered,
O0009037,C004399,2026-05-04,Electronics,4135.13,0,Delivered,
O0009038,C004945,2026-06-14,Grocery,1789.86,0,Delivered,
O0009039,C011376,2026-07-21,Fashion,3657.18,0,Delivered,
O0009040,C007675,2026-07-27,Electronics,1864.91,0,Returned,
O0009041,C007573,2026-07-06,Electronics,1272.62,0,Delivered,
O0009042,C003350,2026-06-07,Grocery,473.97,1435,Returned,
O0009043,C011138,2026-07-04,Home,2657.51,0,Delivered,
O0009044,C007683,2026-01-21,Fashion,3487.80,0,Returned,
O0009045,C003678,2026-01-19,Home,663.06,0,Returned,
O0009046,C009000,2026-05-05,Grocery,739.34,630,Delivered,
O0009047,C006736,2026-07-17,Grocery,2871.05,0,Delivered,
O0009048,C011163,2026-02-18,Home,1223.10,0,Delivered,
O0009049,C010490,2026-06-07,Electronics,752.34,0,Delivered,
O0009050,C007677,2026-02-19,Grocery,3281.68,0,Returned,
O0009051,C011545,2026-01-15,Home,789.91,1455,Delivered,
O0009052,C009439,2026-05-01,Home,802.63,0,Returned,
O0009053,C001436,2026-04-15,Fashion,848.25,0,Returned,
O0009054,C010366,2026-04-19,Home,1685.11,0,Delivered,
O0009055,C003307,2026-07-14,Grocery,3347.89,0,Delivered,
O0009056,C003745,2026-04-24,Fashion,1490.03,0,Delivered,
O0009057,C009734,2026-02-04,Beauty,1008.85,0,Delivered,
O0009058,C003620,2026-01-22,Electronics,3629.35,0,Delivered,
O0009059,C003681,2026-02-25,Grocery,2522.34,0,Returned,
O0009060,C000814,2026-07-27,Grocery,1686.65,0,Delivered,
O0009061,C006258,2026-03-16,Fashion,1872.14,0,Delivered,
O0009062,C002334,2026-03-07,Grocery,2810.88,579,Returned,
O0009063,C011377,2026-03-03,Home,3823.83,0,Delivered,
O0009064,C007747,2026-07-03,Beauty,3279.22,0,Delivered,
O0009065,C002617,2026-04-15,Beauty,3949.31,0,Delivered,
O0009066,C009270,2026-05-03,Home,2181.09,125,Delivered,
O0009067,C011183,2026-04-24,Beauty,3532.20,0,Returned,
O0009068,C011473,2026-02-06,Fashion,2350.69,0,Delivered,
O0009069,C004670,2026-03-03,Home,3460.75,0,Delivered,
O0009070,C004604,2026-01-08,Electronics,2267.42,0,Delivered,
O0009071,C009171,2026-06-24,Home,1702.59,0,Delivered,
O0009072,C009525,2026-05-20,Grocery,4151.09,0,Returned,
O0009073,C001060,2026-06-01,Beauty,1473.58,0,Delivered,
O0009074,C001028,2026-02-03,Grocery,2038.88,0,Delivered,
O0009075,C004544,2026-07-08,Fashion,4157.22,206,Delivered,
O0009076,C004107,2026-07-22,Fashion,1007.04,0,Delivered,
O0009077,C003709,2026-03-11,Grocery,4140.82,0,Delivered,
O0009078,C009651,2026-02-07,Electronics,2768.53,1884,Delivered,
O0009079,C004124,2026-02-12,Beauty,931.47,0,Delivered,
O0009080,C001774,2026-04-13,Fashion,4016.61,723,Delivered,
O0009081,C011355,2026-05-26,Beauty,3191.20,1548,Returned,
O0009082,C002353,2026-06-10,Grocery,3599.86,0,Delivered,
O0009083,C007813,2026-07-19,Electronics,3596.69,0,Delivered,
O0009084,C006580,2026-06-26,Fashion,3429.70,0,Delivered,
O0009085,C002485,2026-05-17,Grocery,2048.54,318,Delivered,
O0009086,C002763,2026-05-11,Electronics,1962.15,1071,Delivered,
O0009087,C010923,2026-02-02,Electronics,449.26,0,Delivered,
O0009088,C008420,2026-07-18,Fashion,442.51,0,Delivered,
