ticket_id,customer_id,created_date,issue_type,contact_channel,resolution_hours,ticket_status,satisfaction_score
T0001000,C003177,2026-01-21,Incorrect points balance,Chat,42,Resolved,3
T0001001,C009046,2026-04-05,Refund delay,Chat,37,Resolved,4
T0001002,C010822,2026-05-06,Account access,Chat,14,Resolved,5
T0001003,C011216,2026-06-20,Refund delay,Email,27,Resolved,4
T0001004,C011038,2026-04-26,Late delivery,Email,30,Resolved,5
T0001005,C002565,2026-01-26,Refund delay,Email,5,Resolved,4
T0001006,C010837,2026-04-02,Damaged item,Email,16,Resolved,3
T0001007,C008898,2026-05-24,Refund delay,Email,10,Resolved,4
T0001008,C009371,2026-01-24,Account access,Phone,17,Resolved,4
T0001009,C004552,2026-05-18,Refund delay,Phone,39,Resolved,1
T0001010,C011726,2026-07-22,Refund delay,Email,43,Resolved,3
T0001011,C008784,2026-02-15,Late delivery,Chat,10,Resolved,3
T0001012,C005586,2026-05-26,Late delivery,Phone,34,Resolved,3
T0001013,C011085,2026-06-13,Refund delay,Email,2,Resolved,5
T0001014,C004190,2026-07-09,Refund delay,Chat,24,Reopened,1
T0001015,C004383,2026-03-09,Account access,Phone,29,Resolved,4
T0001016,C002087,2026-02-10,Incorrect points balance,Chat,13,Reopened,1
T0001017,C008107,2026-06-03,Account access,Phone,23,Resolved,2
T0001018,C009610,2026-02-09,Damaged item,Phone,45,Resolved,5
T0001019,C005734,2026-07-11,Refund delay,Phone,32,Resolved,5
T0001020,C009275,2026-07-06,Account access,Chat,18,Resolved,1
T0001021,C000007,2026-06-21,Missing loyalty points,Phone,59,Resolved,4
T0001022,C005100,2026-01-07,Refund delay,Phone,9,Resolved,3
T0001023,C005672,2026-05-04,Late delivery,Email,25,Resolved,2
T0001024,C008621,2026-07-18,Refund delay,Phone,26,Reopened,3
T0001025,C011465,2026-04-08,Refund delay,Email,25,Resolved,1
T0001026,C011826,2026-05-23,Late delivery,Chat,6,Reopened,4
T0001027,C010734,2026-06-14,Damaged item,Phone,3,Resolved,1
T0001028,C001682,2026-07-26,Damaged item,Chat,19,Resolved,3
T0001029,C009239,2026-02-16,Damaged item,Email,21,Reopened,3
T0001030,C007728,2026-03-15,Account access,Chat,4,Resolved,4
T0001031,C004276,2026-05-04,Refund delay,Email,30,Resolved,5
T0001032,C006601,2026-05-15,Refund delay,Phone,7,Resolved,1
T0001033,C006865,2026-06-09,Account access,Phone,9,Resolved,4
T0001034,C011883,2026-06-08,Refund delay,Phone,3,Resolved,1
T0001035,C008087,2026-02-18,Refund delay,Chat,9,Reopened,4
T0001036,C005236,2026-03-17,Late delivery,Chat,45,Resolved,1
T0001037,C002878,2026-07-14,Late delivery,Phone,37,Resolved,5
T0001038,C001442,2026-04-04,Redemption failed,Phone,63,Resolved,5
T0001039,C004468,2026-05-27,Damaged item,Email,47,Resolved,2
T0001040,C004484,2026-06-03,Damaged item,Email,10,Reopened,1
T0001041,C006611,2026-03-20,Refund delay,Email,8,Resolved,2
T0001042,C009069,2026-03-04,Late delivery,Email,45,Resolved,2
T0001043,C002614,2026-04-21,Damaged item,Phone,30,Resolved,4
T0001044,C005486,2026-03-22,Damaged item,Phone,22,Resolved,2
T0001045,C007727,2026-01-02,Damaged item,Email,46,Resolved,3
T0001046,C011176,2026-03-24,Late delivery,Email,30,Reopened,3
T0001047,C006731,2026-03-02,Refund delay,Chat,23,Resolved,1
T0001048,C001531,2026-05-24,Missing loyalty points,Phone,89,Reopened,5
T0001049,C011416,2026-06-03,Damaged item,Email,13,Resolved,5
T0001050,C003504,2026-06-03,Refund delay,Email,2,Resolved,4
T0001051,C001355,2026-05-26,Damaged item,Email,45,Resolved,3
T0001052,C007414,2026-03-04,Refund delay,Chat,22,Resolved,5
T0001053,C004582,2026-03-04,Late delivery,Email,45,Resolved,5
T0001054,C007822,2026-04-18,Refund delay,Phone,26,Resolved,3
T0001055,C006379,2026-06-22,Refund delay,Phone,47,Resolved,5
T0001056,C006818,2026-04-22,Damaged item,Chat,17,Resolved,2
T0001057,C011300,2026-01-12,Refund delay,Email,32,Resolved,5
T0001058,C008602,2026-02-10,Account access,Email,21,Resolved,2
T0001059,C001893,2026-02-08,Refund delay,Phone,14,Resolved,1
T0001060,C006297,2026-04-04,Late delivery,Email,31,Resolved,3
T0001061,C005406,2026-03-22,Late delivery,Chat,33,Resolved,3
T0001062,C007439,2026-02-07,Damaged item,Chat,39,Resolved,4
T0001063,C007967,2026-06-01,Damaged item,Chat,28,Resolved,2
T0001064,C000296,2026-04-21,Refund delay,Email,31,Resolved,5
T0001065,C001451,2026-04-02,Refund delay,Chat,45,Resolved,2
T0001066,C010755,2026-03-27,Late delivery,Phone,20,Resolved,4
T0001067,C007990,2026-06-21,Damaged item,Chat,33,Resolved,2
T0001068,C002747,2026-04-26,Late delivery,Chat,21,Resolved,2
T0001069,C005509,2026-04-22,Account access,Phone,6,Resolved,4
T0001070,C008858,2026-02-16,Damaged item,Email,9,Resolved,1
T0001071,C001299,2026-05-12,Redemption failed,Email,49,Resolved,3
T0001072,C001056,2026-03-16,Missing loyalty points,Email,48,Resolved,4
T0001073,C010670,2026-01-03,Late delivery,Phone,30,Resolved,1
T0001074,C007966,2026-04-17,Refund delay,Email,47,Reopened,1
T0001075,C009479,2026-01-24,Refund delay,Phone,4,Reopened,4
T0001076,C006195,2026-05-07,Damaged item,Chat,40,Resolved,4
T0001077,C002174,2026-02-18,Damaged item,Phone,35,Resolved,1
T0001078,C003259,2026-07-05,Missing loyalty points,Email,12,Resolved,1
T0001079,C009048,2026-04-20,Refund delay,Email,26,Resolved,3
T0001080,C001010,2026-02-12,Missing loyalty points,Chat,11,Reopened,4
T0001081,C005221,2026-02-25,Refund delay,Chat,23,Resolved,4
T0001082,C009920,2026-01-20,Damaged item,Email,14,Resolved,1
T0001083,C000586,2026-05-08,Incorrect points balance,Chat,75,Resolved,2
T0001084,C009721,2026-05-15,Late delivery,Chat,25,Reopened,2
T0001085,C000014,2026-02-08,Incorrect points balance,Email,67,Resolved,2
T0001086,C002895,2026-03-03,Refund delay,Email,24,Resolved,1
T0001087,C004194,2026-05-26,Refund delay,Email,16,Resolved,5
T0001088,C011671,2026-03-02,Damaged item,Email,7,Resolved,3
T0001089,C011091,2026-03-15,Damaged item,Phone,45,Resolved,5
T0001090,C002304,2026-05-02,Redemption failed,Phone,59,Reopened,3
T0001091,C010610,2026-05-16,Refund delay,Chat,11,Resolved,3
T0001092,C010298,2026-02-08,Refund delay,Phone,37,Resolved,1
T0001093,C000994,2026-03-02,Account access,Email,7,Resolved,2
T0001094,C006034,2026-04-15,Refund delay,Chat,22,Resolved,5
T0001095,C008318,2026-02-19,Refund delay,Chat,9,Resolved,3
T0001096,C005982,2026-01-09,Refund delay,Chat,46,Resolved,3
T0001097,C004220,2026-05-02,Refund delay,Chat,38,Resolved,1
T0001098,C007939,2026-03-02,Refund delay,Phone,21,Resolved,5
T0001099,C000597,2026-07-20,Refund delay,Email,31,Resolved,1
T0001100,C000511,2026-07-05,Incorrect points balance,Email,74,Resolved,5
T0001101,C001499,2026-06-17,Redemption failed,Email,75,Resolved,4
T0001102,C004372,2026-06-27,Refund delay,Chat,35,Resolved,4
T0001103,C000345,2026-03-25,Refund delay,Phone,16,Resolved,3
T0001104,C010675,2026-03-04,Account access,Chat,10,Resolved,3
T0001105,C006754,2026-07-22,Damaged item,Phone,46,Resolved,1
T0001106,C008459,2026-01-18,Late delivery,Chat,3,Resolved,3
T0001107,C010590,2026-03-08,Damaged item,Chat,4,Resolved,1
T0001108,C011096,2026-02-19,Refund delay,Chat,13,Resolved,3
T0001109,C003785,2026-07-24,Damaged item,Chat,40,Resolved,5
T0001110,C001781,2026-02-22,Damaged item,Phone,42,Reopened,4
T0001111,C008256,2026-03-09,Account access,Email,35,Resolved,2
T0001112,C009034,2026-03-27,Refund delay,Chat,12,Resolved,1
T0001113,C009119,2026-04-14,Late delivery,Chat,29,Resolved,5
T0001114,C007165,2026-02-02,Refund delay,Chat,22,Resolved,2
T0001115,C002313,2026-01-09,Redemption failed,Phone,4,Reopened,5
T0001116,C001475,2026-04-25,Redemption failed,Email,32,Resolved,2
T0001117,C009716,2026-02-26,Damaged item,Chat,45,Resolved,5
T0001118,C011822,2026-02-17,Damaged item,Phone,16,Resolved,3
T0001119,C007647,2026-07-17,Account access,Email,44,Resolved,2
T0001120,C006439,2026-06-02,Late delivery,Chat,23,Resolved,4
T0001121,C008839,2026-06-21,Late delivery,Chat,30,Resolved,2
T0001122,C007567,2026-02-16,Damaged item,Email,13,Resolved,3
T0001123,C009847,2026-02-04,Refund delay,Chat,14,Resolved,1
T0001124,C009590,2026-06-05,Account access,Phone,4,Resolved,3
T0001125,C005319,2026-02-08,Late delivery,Email,15,Resolved,2
T0001126,C003855,2026-06-18,Refund delay,Phone,33,Resolved,2
T0001127,C009742,2026-04-17,Refund delay,Email,41,Reopened,3
T0001128,C000427,2026-06-07,Account access,Chat,35,Resolved,3
T0001129,C004548,2026-03-14,Account access,Email,26,Resolved,1
T0001130,C010996,2026-01-13,Late delivery,Phone,9,Resolved,4
T0001131,C000740,2026-04-14,Incorrect points balance,Phone,23,Reopened,3
T0001132,C003873,2026-03-08,Late delivery,Email,45,Resolved,5
T0001133,C008575,2026-05-22,Damaged item,Phone,38,Resolved,1
T0001134,C011925,2026-03-04,Late delivery,Phone,16,Resolved,2
T0001135,C008782,2026-06-06,Damaged item,Chat,30,Resolved,5
T0001136,C004977,2026-04-26,Damaged item,Email,24,Resolved,3
T0001137,C008431,2026-03-03,Late delivery,Email,26,Resolved,3
T0001138,C000020,2026-02-27,Damaged item,Email,18,Resolved,2
T0001139,C009412,2026-01-09,Account access,Phone,28,Resolved,4
T0001140,C005088,2026-01-13,Late delivery,Phone,13,Resolved,5
T0001141,C001554,2026-02-22,Damaged item,Phone,14,Resolved,1
T0001142,C001277,2026-01-16,Incorrect points balance,Email,82,Resolved,5
T0001143,C003743,2026-01-13,Damaged item,Phone,21,Resolved,4
T0001144,C003059,2026-07-23,Redemption failed,Email,10,Resolved,3
T0001145,C003461,2026-04-11,Missing loyalty points,Phone,79,Resolved,5
T0001146,C001370,2026-05-21,Damaged item,Phone,20,Resolved,4
T0001147,C011414,2026-04-06,Late delivery,Chat,36,Resolved,5
T0001148,C003273,2026-04-02,Damaged item,Phone,45,Reopened,3
T0001149,C009827,2026-05-09,Damaged item,Phone,40,Resolved,4
T0001150,C008436,2026-05-23,Refund delay,Phone,12,Resolved,4
T0001151,C010465,2026-01-10,Damaged item,Email,9,Resolved,3
T0001152,C003943,2026-02-02,Late delivery,Phone,31,Resolved,3
T0001153,C003258,2026-03-25,Refund delay,Chat,39,Resolved,2
T0001154,C006690,2026-04-11,Late delivery,Chat,25,Reopened,4
T0001155,C010096,2026-06-23,Damaged item,Phone,42,Resolved,1
T0001156,C008706,2026-06-22,Account access,Email,19,Reopened,2
T0001157,C011642,2026-02-07,Late delivery,Phone,2,Resolved,5
T0001158,C003443,2026-06-14,Refund delay,Phone,37,Resolved,4
T0001159,C009836,2026-02-22,Account access,Chat,43,Resolved,4
T0001160,C000553,2026-07-13,Refund delay,Phone,29,Resolved,4
T0001161,C011099,2026-03-15,Late delivery,Phone,37,Resolved,2
T0001162,C001449,2026-04-04,Incorrect points balance,Email,8,Resolved,1
T0001163,C002147,2026-07-12,Late delivery,Phone,26,Resolved,4
T0001164,C004562,2026-04-13,Late delivery,Chat,39,Resolved,4
T0001165,C005904,2026-05-08,Damaged item,Phone,17,Reopened,1
T0001166,C009341,2026-05-04,Refund delay,Phone,27,Resolved,2
T0001167,C011306,2026-02-01,Refund delay,Chat,11,Resolved,2
T0001168,C009534,2026-05-12,Damaged item,Phone,37,Resolved,1
T0001169,C008808,2026-06-19,Refund delay,Phone,45,Resolved,3
T0001170,C006449,2026-04-17,Late delivery,Email,12,Resolved,5
T0001171,C005559,2026-01-06,Late delivery,Phone,28,Resolved,3
T0001172,C008014,2026-07-14,Refund delay,Phone,4,Resolved,4
T0001173,C011204,2026-04-03,Account access,Phone,27,Resolved,3
T0001174,C008528,2026-01-09,Damaged item,Chat,34,Resolved,2
T0001175,C005635,2026-06-24,Late delivery,Chat,32,Resolved,2
T0001176,C004414,2026-06-02,Late delivery,Email,6,Resolved,2
T0001177,C002739,2026-05-25,Late delivery,Chat,10,Resolved,5
T0001178,C007894,2026-01-10,Refund delay,Phone,11,Reopened,3
T0001179,C003209,2026-02-27,Refund delay,Chat,12,Reopened,3
T0001180,C009907,2026-06-11,Account access,Chat,11,Reopened,2
T0001181,C000411,2026-03-25,Incorrect points balance,Chat,25,Resolved,3
T0001182,C000583,2026-03-06,Account access,Email,25,Resolved,2
T0001183,C006888,2026-05-17,Refund delay,Phone,10,Resolved,5
T0001184,C011892,2026-04-19,Damaged item,Chat,30,Resolved,2
T0001185,C008014,2026-04-19,Late delivery,Chat,17,Resolved,5
T0001186,C002634,2026-03-15,Incorrect points balance,Email,68,Reopened,3
T0001187,C011633,2026-02-15,Late delivery,Phone,43,Resolved,4
T0001188,C007936,2026-03-27,Damaged item,Email,17,Reopened,1
T0001189,C002702,2026-05-07,Refund delay,Email,23,Resolved,5
T0001190,C007675,2026-03-15,Account access,Phone,26,Resolved,2
T0001191,C006052,2026-06-20,Refund delay,Phone,31,Resolved,4
T0001192,C001331,2026-03-05,Refund delay,Phone,26,Resolved,3
T0001193,C001106,2026-06-07,Missing loyalty points,Email,39,Reopened,4
T0001194,C006763,2026-02-27,Damaged item,Phone,8,Resolved,5
T0001195,C001329,2026-05-04,Late delivery,Phone,26,Resolved,5
T0001196,C007762,2026-02-22,Account access,Email,44,Resolved,2
T0001197,C009565,2026-07-08,Refund delay,Chat,43,Resolved,3
T0001198,C006680,2026-04-18,Damaged item,Email,28,Resolved,5
T0001199,C000247,2026-04-02,Redemption failed,Chat,73,Reopened,3
T0001200,C005282,2026-03-22,Damaged item,Phone,2,Resolved,3
T0001201,C001647,2026-07-13,Refund delay,Chat,37,Resolved,1
T0001202,C002933,2026-01-13,Damaged item,Chat,47,Resolved,1
T0001203,C009339,2026-02-13,Refund delay,Email,20,Resolved,5
T0001204,C004493,2026-05-08,Refund delay,Phone,31,Reopened,2
T0001205,C006374,2026-05-19,Account access,Chat,8,Resolved,1
T0001206,C007320,2026-03-04,Damaged item,Chat,33,Reopened,2
T0001207,C002068,2026-05-21,Redemption failed,Email,43,Resolved,2
T0001208,C000843,2026-07-03,Incorrect points balance,Email,29,Resolved,2
T0001209,C008932,2026-05-19,Refund delay,Email,45,Resolved,3
T0001210,C002131,2026-06-23,Damaged item,Phone,36,Reopened,3
T0001211,C009539,2026-03-19,Late delivery,Email,28,Reopened,3
T0001212,C009404,2026-04-02,Late delivery,Chat,41,Resolved,5
T0001213,C003967,2026-01-26,Account access,Email,39,Resolved,4
T0001214,C008896,2026-04-01,Account access,Phone,36,Resolved,4
T0001215,C002666,2026-05-01,Incorrect points balance,Phone,53,Reopened,4
T0001216,C002207,2026-06-07,Refund delay,Chat,27,Resolved,5
T0001217,C010744,2026-03-01,Damaged item,Phone,17,Reopened,4
T0001218,C001869,2026-03-11,Late delivery,Email,36,Resolved,3
T0001219,C001238,2026-03-27,Damaged item,Phone,32,Resolved,1
T0001220,C000650,2026-04-27,Late delivery,Email,16,Resolved,1
T0001221,C007219,2026-05-13,Late delivery,Email,28,Resolved,4
T0001222,C001667,2026-06-02,Account access,Chat,43,Resolved,2
T0001223,C009186,2026-03-02,Late delivery,Email,40,Resolved,5
T0001224,C006844,2026-04-14,Refund delay,Email,35,Resolved,3
T0001225,C003875,2026-01-07,Late delivery,Email,36,Resolved,2
T0001226,C006130,2026-05-11,Late delivery,Chat,28,Resolved,1
T0001227,C004204,2026-04-19,Damaged item,Phone,37,Resolved,3
T0001228,C001207,2026-04-06,Refund delay,Chat,33,Resolved,3
T0001229,C003612,2026-07-05,Late delivery,Chat,41,Resolved,5
T0001230,C005116,2026-02-21,Account access,Chat,12,Resolved,3
T0001231,C007410,2026-05-17,Account access,Email,7,Reopened,4
T0001232,C009805,2026-05-03,Damaged item,Chat,47,Resolved,2
T0001233,C008967,2026-02-27,Refund delay,Email,27,Resolved,4
T0001234,C010484,2026-04-20,Late delivery,Phone,11,Reopened,4
T0001235,C002160,2026-07-10,Incorrect points balance,Chat,83,Resolved,4
T0001236,C002334,2026-03-04,Damaged item,Chat,15,Resolved,2
T0001237,C011287,2026-05-18,Account access,Email,40,Resolved,2
T0001238,C008758,2026-03-20,Account access,Chat,23,Resolved,2
T0001239,C002806,2026-03-14,Missing loyalty points,Chat,43,Resolved,5
T0001240,C002261,2026-02-03,Late delivery,Phone,38,Resolved,3
T0001241,C004326,2026-04-22,Late delivery,Phone,11,Resolved,5
T0001242,C004228,2026-02-15,Late delivery,Email,41,Resolved,4
T0001243,C011540,2026-03-02,Account access,Phone,20,Resolved,2
T0001244,C001124,2026-07-03,Late delivery,Phone,46,Resolved,2
T0001245,C006076,2026-03-19,Refund delay,Chat,9,Resolved,2
T0001246,C001123,2026-07-01,Missing loyalty points,Email,43,Resolved,1
T0001247,C003026,2026-01-27,Account access,Phone,26,Resolved,2
T0001248,C009817,2026-07-18,Damaged item,Chat,46,Resolved,2
T0001249,C004336,2026-06-21,Damaged item,Email,29,Resolved,3
T0001250,C003250,2026-07-24,Late delivery,Chat,41,Resolved,4
T0001251,C002481,2026-03-03,Account access,Phone,7,Resolved,1
T0001252,C005755,2026-01-04,Damaged item,Chat,36,Resolved,5
T0001253,C001851,2026-06-09,Missing loyalty points,Chat,9,Reopened,1
T0001254,C000371,2026-07-16,Missing loyalty points,Email,7,Reopened,4
T0001255,C010132,2026-03-26,Damaged item,Chat,18,Resolved,1
T0001256,C006956,2026-02-02,Damaged item,Email,38,Resolved,2
T0001257,C000880,2026-07-13,Late delivery,Phone,47,Resolved,5
T0001258,C008411,2026-05-14,Late delivery,Chat,20,Reopened,4
T0001259,C006345,2026-07-22,Late delivery,Chat,22,Resolved,1
T0001260,C011442,2026-03-11,Refund delay,Email,14,Resolved,4
T0001261,C005674,2026-02-23,Refund delay,Email,4,Resolved,2
T0001262,C001572,2026-05-20,Missing loyalty points,Email,51,Resolved,1
T0001263,C000395,2026-07-16,Incorrect points balance,Chat,66,Resolved,3
T0001264,C009207,2026-01-13,Account access,Email,41,Resolved,4
T0001265,C002867,2026-01-13,Incorrect points balance,Chat,56,Resolved,3
T0001266,C010986,2026-03-08,Refund delay,Phone,40,Resolved,3
T0001267,C005852,2026-04-02,Late delivery,Phone,25,Resolved,4
T0001268,C006220,2026-01-12,Late delivery,Phone,39,Resolved,1
T0001269,C005575,2026-01-27,Damaged item,Email,12,Resolved,2
T0001270,C006453,2026-05-21,Late delivery,Phone,21,Resolved,1
T0001271,C009955,2026-01-07,Damaged item,Chat,9,Resolved,3
T0001272,C006033,2026-01-14,Late delivery,Email,42,Resolved,1
T0001273,C000503,2026-07-22,Late delivery,Chat,43,Resolved,3
T0001274,C011815,2026-05-15,Account access,Phone,19,Resolved,2
T0001275,C005695,2026-04-06,Late delivery,Phone,33,Resolved,3
T0001276,C005189,2026-03-07,Refund delay,Chat,4,Resolved,1
T0001277,C000445,2026-07-08,Missing loyalty points,Email,50,Reopened,5
T0001278,C002514,2026-07-16,Missing loyalty points,Phone,56,Resolved,2
T0001279,C005707,2026-07-15,Refund delay,Email,30,Resolved,1
T0001280,C001730,2026-06-14,Incorrect points balance,Phone,51,Resolved,5
T0001281,C003753,2026-04-14,Refund delay,Email,28,Reopened,3
T0001282,C010656,2026-01-22,Account access,Email,18,Resolved,5
T0001283,C004375,2026-05-27,Damaged item,Email,6,Resolved,1
T0001284,C003657,2026-06-18,Damaged item,Email,23,Resolved,4
T0001285,C004692,2026-06-25,Damaged item,Email,21,Resolved,4
T0001286,C003261,2026-03-17,Redemption failed,Phone,5,Resolved,3
T0001287,C006783,2026-04-06,Account access,Email,10,Resolved,2
T0001288,C004267,2026-05-03,Late delivery,Email,20,Resolved,1
T0001289,C003047,2026-03-20,Late delivery,Email,29,Resolved,5
T0001290,C002566,2026-07-02,Incorrect points balance,Phone,55,Resolved,5
T0001291,C000713,2026-02-07,Damaged item,Chat,25,Resolved,5
T0001292,C001834,2026-03-13,Account access,Chat,16,Resolved,3
T0001293,C011674,2026-05-14,Refund delay,Email,44,Resolved,4
T0001294,C008142,2026-07-05,Account access,Email,22,Resolved,3
T0001295,C007709,2026-06-26,Account access,Email,5,Reopened,4
T0001296,C010040,2026-06-23,Damaged item,Phone,45,Resolved,1
T0001297,C011575,2026-04-22,Refund delay,Phone,40,Resolved,1
T0001298,C010335,2026-06-12,Damaged item,Email,20,Resolved,1
T0001299,C008472,2026-02-19,Damaged item,Email,45,Resolved,1
T0001300,C000582,2026-05-23,Refund delay,Phone,21,Resolved,4
T0001301,C000437,2026-05-06,Redemption failed,Phone,75,Reopened,1
T0001302,C002526,2026-07-25,Missing loyalty points,Chat,37,Resolved,2
T0001303,C010913,2026-03-14,Late delivery,Email,2,Reopened,2
T0001304,C001043,2026-05-04,Redemption failed,Chat,56,Resolved,4
T0001305,C005503,2026-06-15,Late delivery,Phone,15,Resolved,4
T0001306,C008408,2026-03-01,Account access,Phone,35,Resolved,3
T0001307,C001516,2026-05-03,Damaged item,Phone,42,Resolved,4
T0001308,C002341,2026-07-11,Missing loyalty points,Phone,29,Resolved,4
T0001309,C000987,2026-07-15,Redemption failed,Phone,7,Resolved,4
T0001310,C002896,2026-07-06,Damaged item,Chat,33,Resolved,2
T0001311,C004164,2026-05-25,Refund delay,Email,18,Resolved,2
T0001312,C005295,2026-07-23,Damaged item,Phone,26,Resolved,4
T0001313,C006449,2026-01-12,Damaged item,Chat,41,Resolved,1
T0001314,C003372,2026-05-26,Late delivery,Phone,41,Resolved,3
T0001315,C003608,2026-03-16,Late delivery,Phone,7,Resolved,3
T0001316,C007476,2026-07-13,Refund delay,Phone,7,Resolved,5
T0001317,C000528,2026-03-08,Missing loyalty points,Chat,43,Resolved,4
T0001318,C003369,2026-03-16,Incorrect points balance,Chat,29,Resolved,3
T0001319,C006763,2026-07-07,Damaged item,Phone,6,Resolved,2
T0001320,C005885,2026-05-06,Account access,Chat,29,Resolved,4
T0001321,C011680,2026-04-03,Account access,Email,29,Resolved,5
T0001322,C006363,2026-05-03,Account access,Email,32,Resolved,3
T0001323,C004529,2026-03-03,Late delivery,Phone,19,Resolved,2
T0001324,C009301,2026-02-04,Refund delay,Chat,29,Resolved,2
T0001325,C005228,2026-07-09,Late delivery,Chat,17,Resolved,4
T0001326,C011933,2026-05-27,Late delivery,Email,27,Resolved,1
T0001327,C006515,2026-01-26,Damaged item,Chat,36,Resolved,4
T0001328,C002693,2026-04-26,Redemption failed,Email,22,Resolved,5
T0001329,C011839,2026-04-23,Account access,Chat,32,Resolved,5
T0001330,C005240,2026-03-13,Late delivery,Email,22,Resolved,3
T0001331,C008571,2026-01-10,Damaged item,Phone,5,Resolved,3
T0001332,C011352,2026-04-02,Damaged item,Chat,24,Resolved,3
T0001333,C011209,2026-01-08,Damaged item,Chat,6,Resolved,4
T0001334,C009305,2026-06-06,Damaged item,Chat,17,Resolved,4
T0001335,C003519,2026-06-06,Missing loyalty points,Phone,82,Resolved,2
T0001336,C006166,2026-01-17,Account access,Chat,44,Resolved,3
T0001337,C006410,2026-05-09,Late delivery,Phone,7,Resolved,5
T0001338,C011539,2026-04-25,Account access,Email,34,Resolved,3
T0001339,C000940,2026-01-05,Incorrect points balance,Chat,19,Resolved,2
T0001340,C000711,2026-02-06,Redemption failed,Chat,37,Reopened,5
T0001341,C003360,2026-04-01,Incorrect points balance,Phone,20,Reopened,3
T0001342,C011029,2026-06-20,Damaged item,Email,10,Resolved,4
T0001343,C007079,2026-03-08,Account access,Chat,37,Resolved,5
T0001344,C004064,2026-03-10,Damaged item,Phone,12,Resolved,1
T0001345,C002909,2026-02-26,Account access,Chat,9,Resolved,3
T0001346,C007683,2026-01-11,Account access,Phone,28,Resolved,1
T0001347,C010015,2026-06-12,Account access,Phone,28,Resolved,5
T0001348,C001853,2026-04-09,Refund delay,Chat,19,Resolved,4
T0001349,C001487,2026-03-02,Redemption failed,Chat,62,Resolved,1
T0001350,C002484,2026-02-26,Account access,Chat,45,Resolved,5
T0001351,C002501,2026-04-21,Redemption failed,Chat,49,Reopened,3
T0001352,C010688,2026-02-01,Refund delay,Chat,24,Resolved,4
T0001353,C004603,2026-05-09,Damaged item,Email,3,Reopened,5
T0001354,C008717,2026-02-21,Account access,Chat,39,Resolved,5
T0001355,C005889,2026-01-17,Damaged item,Phone,17,Resolved,2
T0001356,C008063,2026-07-01,Late delivery,Phone,26,Reopened,3
T0001357,C002849,2026-07-23,Incorrect points balance,Phone,48,Resolved,2
T0001358,C003867,2026-06-25,Late delivery,Phone,11,Resolved,3
T0001359,C000399,2026-06-14,Redemption failed,Chat,27,Resolved,3
T0001360,C006836,2026-05-04,Late delivery,Chat,13,Resolved,2
T0001361,C006914,2026-01-05,Refund delay,Chat,31,Reopened,4
T0001362,C000137,2026-03-24,Redemption failed,Chat,53,Resolved,4
T0001363,C000607,2026-04-14,Account access,Phone,21,Resolved,2
T0001364,C005825,2026-07-21,Refund delay,Email,12,Resolved,4
T0001365,C005557,2026-03-27,Account access,Chat,44,Resolved,5
T0001366,C003268,2026-07-03,Account access,Chat,37,Reopened,5
T0001367,C005996,2026-02-10,Late delivery,Phone,37,Reopened,2
T0001368,C002519,2026-01-19,Missing loyalty points,Phone,33,Resolved,1
T0001369,C003851,2026-05-05,Refund delay,Chat,8,Reopened,2
T0001370,C010813,2026-03-06,Refund delay,Chat,27,Resolved,4
T0001371,C003246,2026-04-22,Account access,Email,27,Reopened,5
T0001372,C004082,2026-02-19,Account access,Chat,7,Resolved,5
T0001373,C001543,2026-03-23,Redemption failed,Phone,10,Reopened,2
T0001374,C004143,2026-02-16,Refund delay,Phone,4,Resolved,4
T0001375,C004000,2026-06-22,Account access,Email,19,Reopened,2
T0001376,C004269,2026-01-25,Account access,Phone,16,Resolved,4
T0001377,C009162,2026-06-01,Refund delay,Chat,32,Reopened,5
T0001378,C003200,2026-06-26,Incorrect points balance,Phone,20,Resolved,3
T0001379,C001624,2026-04-16,Redemption failed,Chat,57,Resolved,2
T0001380,C007529,2026-07-15,Refund delay,Chat,39,Resolved,2
T0001381,C008793,2026-03-02,Account access,Email,41,Resolved,4
T0001382,C005012,2026-04-25,Damaged item,Email,21,Resolved,2
T0001383,C010640,2026-02-16,Refund delay,Email,20,Resolved,4
T0001384,C000221,2026-02-15,Redemption failed,Email,5,Resolved,5
T0001385,C011164,2026-04-20,Damaged item,Email,15,Resolved,4
T0001386,C005498,2026-03-19,Account access,Phone,5,Resolved,3
T0001387,C005176,2026-04-08,Account access,Chat,11,Reopened,4
T0001388,C009650,2026-03-22,Damaged item,Chat,12,Resolved,5
T0001389,C008399,2026-05-21,Late delivery,Phone,44,Resolved,2
T0001390,C009734,2026-01-16,Refund delay,Chat,35,Resolved,3
T0001391,C007346,2026-07-03,Account access,Phone,17,Resolved,3
T0001392,C004619,2026-07-17,Damaged item,Email,11,Resolved,2
T0001393,C000680,2026-04-12,Redemption failed,Email,27,Resolved,5
T0001394,C005109,2026-04-18,Damaged item,Chat,7,Resolved,4
T0001395,C006245,2026-07-23,Refund delay,Chat,9,Resolved,4
T0001396,C011984,2026-04-04,Refund delay,Chat,33,Resolved,1
T0001397,C005407,2026-02-08,Late delivery,Email,14,Resolved,4
T0001398,C005695,2026-03-17,Refund delay,Phone,22,Resolved,4
T0001399,C011342,2026-05-02,Account access,Chat,24,Resolved,1
T0001400,C010112,2026-06-18,Late delivery,Email,33,Resolved,5
