customer_id,join_date,region,acquisition_channel,tenure_months,loyalty_source,points_balance,points_variance,customer_status
C001024,2021-05-17,Western Cape,Paid Search,29,MIG-2025-11,2170,713,Churned
C001025,2022-09-12,Eastern Cape,Referral,43,MIG-2025-11,2980,0,Active
C001026,2023-07-16,Limpopo,Social,29,MIG-2025-11,1763,0,Active
C001027,2022-07-04,Eastern Cape,Paid Search,14,MIG-2025-11,3877,0,Active
C001028,2024-06-26,KwaZulu-Natal,Social,40,MIG-2025-11,6405,0,Active
C001029,2023-06-10,Eastern Cape,Email,19,MIG-2025-11,5488,946,Active
C001030,2021-01-22,Limpopo,Paid Search,42,MIG-2025-11,799,963,Active
C001031,2023-02-02,Eastern Cape,Email,28,MIG-2025-11,2741,864,Churned
C001032,2024-10-17,Eastern Cape,Paid Search,6,MIG-2025-11,3026,0,Active
C001033,2024-02-12,Limpopo,Email,51,MIG-2025-11,539,203,Churned
C001034,2022-12-05,KwaZulu-Natal,Organic,27,MIG-2025-11,4350,0,Active
C001035,2023-06-19,KwaZulu-Natal,Organic,16,MIG-2025-11,1147,0,Active
C001036,2020-12-10,Western Cape,Email,56,MIG-2025-11,95,0,Active
C001037,2023-03-14,Eastern Cape,Referral,39,MIG-2025-11,6167,0,Churned
C001038,2020-12-05,Gauteng,Referral,43,MIG-2025-11,4021,0,Active
C001039,2022-11-24,Limpopo,Referral,24,MIG-2025-11,6648,0,Active
C001040,2024-08-16,Gauteng,Social,40,MIG-2025-11,492,0,Active
C001041,2020-01-24,Gauteng,Email,50,MIG-2025-11,1108,387,Active
C001042,2022-08-09,Limpopo,Referral,12,MIG-2025-11,886,0,Active
C001043,2022-02-07,KwaZulu-Natal,Referral,53,MIG-2025-11,4822,664,Churned
C001044,2021-05-01,Gauteng,Paid Search,26,MIG-2025-11,2456,0,Active
C001045,2024-06-21,Gauteng,Social,27,MIG-2025-11,1492,0,Active
C001046,2022-10-12,KwaZulu-Natal,Referral,25,MIG-2025-11,437,0,Active
C001047,2022-09-13,KwaZulu-Natal,Social,30,MIG-2025-11,953,0,Active
C001048,2022-09-13,Limpopo,Paid Search,9,MIG-2025-11,2085,0,Active
C001049,2021-02-03,Limpopo,Paid Search,27,MIG-2025-11,129,1489,Churned
C001050,2023-10-18,KwaZulu-Natal,Referral,43,MIG-2025-11,2152,1107,Active
C001051,2021-09-22,Gauteng,Email,24,MIG-2025-11,4950,0,Active
C001052,2020-08-21,KwaZulu-Natal,Email,30,MIG-2025-11,2457,0,Active
C001053,2022-06-17,Western Cape,Organic,5,MIG-2025-11,3984,0,Active
C001054,2021-03-02,Limpopo,Email,20,MIG-2025-11,883,0,Active
C001055,2022-08-02,Limpopo,Paid Search,45,MIG-2025-11,6848,131,Active
C001056,2021-07-15,Western Cape,Organic,18,MIG-2025-11,563,336,Active
C001057,2024-04-17,Gauteng,Referral,57,MIG-2025-11,5049,0,Active
C001058,2022-06-17,KwaZulu-Natal,Referral,52,MIG-2025-11,6513,0,Active
C001059,2023-11-26,Eastern Cape,Organic,16,MIG-2025-11,2156,0,Active
C001060,2020-09-10,Western Cape,Referral,45,MIG-2025-11,1088,691,Active
C001061,2024-09-27,KwaZulu-Natal,Organic,41,MIG-2025-11,4000,0,Active
C001062,2023-11-04,Western Cape,Social,10,MIG-2025-11,1366,0,Churned
C001063,2024-07-19,KwaZulu-Natal,Social,35,MIG-2025-11,6163,1090,Active
C001064,2022-02-02,Western Cape,Paid Search,57,MIG-2025-11,6473,0,Active
C001065,2024-03-15,Limpopo,Organic,59,MIG-2025-11,4355,426,Churned
C001066,2022-07-27,Western Cape,Email,13,MIG-2025-11,2425,0,Active
C001067,2024-04-18,Eastern Cape,Social,20,MIG-2025-11,5013,0,Active
C001068,2023-09-17,KwaZulu-Natal,Paid Search,20,MIG-2025-11,6398,1467,Active
C001069,2021-02-05,Gauteng,Email,53,MIG-2025-11,3865,1310,Active
C001070,2020-04-09,KwaZulu-Natal,Paid Search,35,MIG-2025-11,766,0,Active
C001071,2020-07-01,Gauteng,Social,28,MIG-2025-11,5877,0,Active
C001072,2022-05-23,Eastern Cape,Paid Search,51,MIG-2025-11,3682,0,Active
C001073,2022-01-24,Western Cape,Organic,9,MIG-2025-11,1197,0,Active
C001074,2024-09-22,Gauteng,Social,18,MIG-2025-11,2162,0,Active
C001075,2020-08-05,Eastern Cape,Referral,42,MIG-2025-11,3041,1239,Churned
C001076,2020-05-10,KwaZulu-Natal,Social,28,MIG-2025-11,364,0,Active
C001077,2020-10-09,Limpopo,Referral,58,MIG-2025-11,6936,0,Active
C001078,2022-08-08,KwaZulu-Natal,Referral,52,MIG-2025-11,1002,0,Active
C001079,2021-01-17,Limpopo,Email,47,MIG-2025-11,2361,0,Active
C001080,2022-12-04,Western Cape,Referral,55,MIG-2025-11,291,1025,Churned
C001081,2023-12-15,KwaZulu-Natal,Paid Search,55,MIG-2025-11,6536,0,Active
C001082,2021-03-08,KwaZulu-Natal,Email,47,MIG-2025-11,4628,0,Active
C001083,2024-01-06,Western Cape,Paid Search,42,MIG-2025-11,6602,0,Active
C001084,2024-11-23,Western Cape,Organic,50,MIG-2025-11,3064,0,Active
C001085,2022-04-12,Limpopo,Organic,34,MIG-2025-11,2608,270,Churned
C001086,2021-11-13,Eastern Cape,Email,38,MIG-2025-11,4726,0,Active
C001087,2023-09-27,KwaZulu-Natal,Social,11,MIG-2025-11,2778,0,Active
C001088,2023-07-23,KwaZulu-Natal,Paid Search,30,MIG-2025-11,5136,0,Active
C001089,2024-07-19,KwaZulu-Natal,Paid Search,50,MIG-2025-11,6197,0,Churned
C001090,2023-10-24,Eastern Cape,Referral,50,MIG-2025-11,5354,125,Churned
C001091,2021-07-13,Western Cape,Organic,10,MIG-2025-11,3988,0,Active
C001092,2020-02-11,KwaZulu-Natal,Organic,31,MIG-2025-11,4962,505,Active
C001093,2020-12-16,Gauteng,Email,50,MIG-2025-11,4769,350,Churned
C001094,2024-09-17,Limpopo,Email,22,MIG-2025-11,1676,0,Churned
C001095,2023-04-17,Gauteng,Referral,57,MIG-2025-11,2942,657,Active
C001096,2024-04-25,KwaZulu-Natal,Organic,33,MIG-2025-11,5782,0,Active
C001097,2021-03-17,Western Cape,Referral,3,MIG-2025-11,6799,0,Active
C001098,2024-04-25,KwaZulu-Natal,Email,7,MIG-2025-11,3865,581,Active
C001099,2024-11-03,Limpopo,Referral,26,MIG-2025-11,2813,0,Active
C001100,2023-11-25,KwaZulu-Natal,Paid Search,50,MIG-2025-11,5945,0,Active
C001101,2021-03-23,Gauteng,Referral,38,MIG-2025-11,4858,0,Active
C001102,2021-01-04,KwaZulu-Natal,Email,3,MIG-2025-11,4098,0,Active
C001103,2021-03-27,Western Cape,Paid Search,51,MIG-2025-11,3592,0,Active
C001104,2024-06-15,Eastern Cape,Paid Search,36,MIG-2025-11,1718,390,Churned
C001105,2021-06-12,KwaZulu-Natal,Organic,46,MIG-2025-11,2541,0,Active
C001106,2020-04-27,Limpopo,Social,21,MIG-2025-11,2013,0,Active
C001107,2022-03-07,Eastern Cape,Email,33,MIG-2025-11,919,0,Active
C001108,2020-07-17,KwaZulu-Natal,Social,30,MIG-2025-11,1429,1265,Churned
C001109,2021-10-22,Western Cape,Referral,57,MIG-2025-11,6443,0,Churned
C001110,2021-01-22,Eastern Cape,Email,19,MIG-2025-11,4841,883,Churned
C001111,2021-01-21,Eastern Cape,Organic,52,MIG-2025-11,5734,0,Active
C001112,2021-06-10,Gauteng,Organic,56,MIG-2025-11,1798,0,Active
C001113,2020-04-04,KwaZulu-Natal,Referral,45,MIG-2025-11,7197,391,Churned
C001114,2024-05-02,KwaZulu-Natal,Referral,17,MIG-2025-11,3458,0,Active
C001115,2024-05-06,KwaZulu-Natal,Social,8,MIG-2025-11,203,1235,Active
C001116,2024-07-27,KwaZulu-Natal,Referral,53,MIG-2025-11,1608,0,Active
C001117,2020-04-12,KwaZulu-Natal,Organic,33,MIG-2025-11,3667,0,Active
C001118,2020-04-09,Western Cape,Social,42,MIG-2025-11,2660,1254,Churned
C001119,2024-07-22,Gauteng,Referral,23,MIG-2025-11,2856,478,Churned
C001120,2023-03-18,Eastern Cape,Email,44,MIG-2025-11,3915,0,Active
C001121,2021-10-02,KwaZulu-Natal,Referral,3,MIG-2025-11,2966,0,Active
C001122,2023-06-19,Gauteng,Paid Search,52,MIG-2025-11,4285,1632,Active
C001123,2023-10-09,Gauteng,Email,15,MIG-2025-11,4890,674,Churned
C001124,2020-03-26,KwaZulu-Natal,Email,52,MIG-2025-11,3922,0,Active
C001125,2021-04-01,Eastern Cape,Referral,40,MIG-2025-11,6652,981,Churned
C001126,2022-06-08,Western Cape,Social,24,MIG-2025-11,4719,0,Active
C001127,2024-02-18,Western Cape,Email,49,MIG-2025-11,6290,0,Churned
C001128,2023-05-17,Limpopo,Email,14,MIG-2025-11,2057,0,Active
C001129,2020-12-08,Limpopo,Social,55,MIG-2025-11,2942,0,Active
C001130,2022-04-03,Western Cape,Paid Search,5,MIG-2025-11,5653,0,Churned
C001131,2024-08-25,Western Cape,Paid Search,19,MIG-2025-11,1034,0,Active
C001132,2020-08-06,Eastern Cape,Email,10,MIG-2025-11,2090,0,Churned
C001133,2022-04-09,Western Cape,Paid Search,54,MIG-2025-11,2846,0,Active
C001134,2021-08-25,Western Cape,Referral,48,MIG-2025-11,6519,1033,Churned
C001135,2024-11-12,KwaZulu-Natal,Organic,8,MIG-2025-11,4065,1289,Active
C001136,2020-12-02,Western Cape,Referral,27,MIG-2025-11,1489,0,Churned
C001137,2023-07-04,Limpopo,Organic,6,MIG-2025-11,2212,477,Active
C001138,2021-07-25,Gauteng,Email,11,MIG-2025-11,1328,0,Active
C001139,2022-06-01,Gauteng,Organic,36,MIG-2025-11,6160,0,Churned
C001140,2023-05-20,Gauteng,Organic,3,MIG-2025-11,2771,0,Active
C001141,2021-07-06,Gauteng,Social,12,MIG-2025-11,4399,516,Active
C001142,2021-12-16,Limpopo,Email,34,MIG-2025-11,3241,0,Active
C001143,2024-03-18,Western Cape,Social,26,MIG-2025-11,4900,0,Active
C001144,2022-01-20,Eastern Cape,Organic,58,MIG-2025-11,6015,0,Active
C001145,2022-04-25,Gauteng,Paid Search,49,MIG-2025-11,950,1108,Active
C001146,2022-10-03,Gauteng,Referral,55,MIG-2025-11,2220,380,Churned
C001147,2023-12-08,KwaZulu-Natal,Organic,50,MIG-2025-11,3357,0,Active
C001148,2022-01-11,Western Cape,Referral,34,MIG-2025-11,4183,0,Active
C001149,2022-01-26,Eastern Cape,Email,54,MIG-2025-11,6513,949,Churned
C001150,2023-12-05,KwaZulu-Natal,Social,3,MIG-2025-11,3606,0,Active
C001151,2020-06-07,Gauteng,Social,50,MIG-2025-11,7091,0,Active
C001152,2020-07-11,Gauteng,Email,38,MIG-2025-11,2667,0,Active
C001153,2021-02-19,Limpopo,Social,7,MIG-2025-11,6564,0,Churned
C001154,2023-01-08,KwaZulu-Natal,Social,57,MIG-2025-11,5616,0,Active
C001155,2020-02-21,Limpopo,Organic,42,MIG-2025-11,3475,0,Active
C001156,2023-07-11,Limpopo,Referral,16,MIG-2025-11,2550,0,Active
C001157,2022-02-13,Eastern Cape,Organic,27,MIG-2025-11,92,318,Active
C001158,2020-09-23,Gauteng,Referral,28,MIG-2025-11,1325,0,Churned
C001159,2023-01-26,Western Cape,Email,56,MIG-2025-11,2284,0,Active
C001160,2020-07-15,Limpopo,Social,19,MIG-2025-11,810,0,Active
C001161,2024-11-04,Limpopo,Social,13,MIG-2025-11,3987,0,Active
C001162,2023-05-04,Gauteng,Paid Search,15,MIG-2025-11,2216,0,Active
C001163,2024-12-22,Gauteng,Referral,33,MIG-2025-11,4902,0,Active
C001164,2020-03-10,Eastern Cape,Email,39,MIG-2025-11,1819,877,Churned
C001165,2024-02-20,Limpopo,Organic,41,MIG-2025-11,6278,0,Churned
C001166,2020-04-12,Eastern Cape,Paid Search,26,MIG-2025-11,2422,0,Active
C001167,2022-06-04,Western Cape,Paid Search,56,MIG-2025-11,2846,1067,Active
C001168,2023-09-26,Gauteng,Referral,19,MIG-2025-11,7030,0,Active
C001169,2021-08-15,Limpopo,Paid Search,13,MIG-2025-11,3131,0,Churned
C001170,2023-12-25,Limpopo,Paid Search,26,MIG-2025-11,5226,0,Active
C001171,2022-05-01,Limpopo,Paid Search,56,MIG-2025-11,6949,0,Active
C001172,2024-12-23,Eastern Cape,Social,45,MIG-2025-11,445,0,Active
C001173,2022-01-19,Western Cape,Social,24,MIG-2025-11,4044,0,Active
C001174,2023-02-19,Limpopo,Social,27,MIG-2025-11,6944,408,Active
C001175,2020-07-09,Western Cape,Referral,54,MIG-2025-11,1836,0,Active
C001176,2020-08-02,Eastern Cape,Organic,7,MIG-2025-11,6564,463,Churned
C001177,2020-10-18,Limpopo,Email,38,MIG-2025-11,5375,0,Active
C001178,2022-10-08,Limpopo,Referral,58,MIG-2025-11,3861,0,Active
C001179,2024-03-20,Gauteng,Referral,10,MIG-2025-11,1494,0,Churned
C001180,2020-07-01,Gauteng,Paid Search,9,MIG-2025-11,6280,0,Active
C001181,2023-03-07,Limpopo,Social,35,MIG-2025-11,2831,966,Churned
C001182,2023-10-13,KwaZulu-Natal,Email,20,MIG-2025-11,2489,417,Active
C001183,2022-02-15,Limpopo,Referral,27,MIG-2025-11,2542,1279,Churned
C001184,2020-01-04,KwaZulu-Natal,Email,30,MIG-2025-11,5676,0,Active
C001185,2024-07-01,Eastern Cape,Referral,20,MIG-2025-11,5949,0,Active
C001186,2020-11-22,Western Cape,Paid Search,42,MIG-2025-11,5675,991,Churned
C001187,2023-12-26,Eastern Cape,Social,15,MIG-2025-11,4103,1226,Churned
C001188,2022-11-20,Limpopo,Email,37,MIG-2025-11,512,1273,Churned
C001189,2023-08-12,KwaZulu-Natal,Organic,33,MIG-2025-11,157,0,Active
C001190,2022-12-18,Eastern Cape,Email,51,MIG-2025-11,1503,0,Churned
C001191,2024-02-10,KwaZulu-Natal,Email,5,MIG-2025-11,3661,0,Active
C001192,2021-07-22,Gauteng,Paid Search,4,MIG-2025-11,774,0,Active
C001193,2021-12-01,Gauteng,Email,40,MIG-2025-11,4960,0,Active
C001194,2022-01-05,KwaZulu-Natal,Email,17,MIG-2025-11,2367,0,Active
C001195,2023-03-14,Limpopo,Referral,15,MIG-2025-11,1857,698,Active
C001196,2022-07-01,Limpopo,Email,45,MIG-2025-11,5396,522,Churned
C001197,2022-02-06,KwaZulu-Natal,Referral,40,MIG-2025-11,1560,0,Churned
C001198,2024-08-07,KwaZulu-Natal,Organic,11,MIG-2025-11,6553,0,Active
C001199,2021-05-02,Limpopo,Referral,54,MIG-2025-11,1763,0,Active
C001200,2023-03-23,Eastern Cape,Organic,27,MIG-2025-11,6486,0,Active
C001201,2024-10-06,Western Cape,Email,28,MIG-2025-11,2297,1121,Active
C001202,2024-04-09,Limpopo,Referral,42,MIG-2025-11,2755,0,Active
C001203,2022-08-02,Gauteng,Email,25,MIG-2025-11,5810,0,Active
C001204,2023-02-07,Gauteng,Organic,28,MIG-2025-11,6417,0,Active
C001205,2022-10-23,Eastern Cape,Social,22,MIG-2025-11,2592,0,Active
C001206,2021-10-10,Limpopo,Social,51,MIG-2025-11,2508,0,Active
C001207,2022-09-07,Limpopo,Organic,50,MIG-2025-11,3690,254,Active
C001208,2024-08-19,KwaZulu-Natal,Email,3,MIG-2025-11,5418,0,Active
C001209,2022-05-02,Limpopo,Email,39,MIG-2025-11,4156,1233,Churned
C001210,2024-05-24,Eastern Cape,Referral,24,MIG-2025-11,1243,0,Active
C001211,2021-10-11,Western Cape,Email,12,MIG-2025-11,1378,1480,Churned
C001212,2022-10-01,KwaZulu-Natal,Referral,35,MIG-2025-11,5809,760,Active
C001213,2021-12-01,Limpopo,Organic,5,MIG-2025-11,2854,0,Active
C001214,2024-12-11,Western Cape,Organic,33,MIG-2025-11,2415,193,Churned
C001215,2023-03-07,Gauteng,Referral,23,MIG-2025-11,2257,0,Active
C001216,2021-01-13,Western Cape,Paid Search,59,MIG-2025-11,6338,0,Churned
C001217,2020-05-05,KwaZulu-Natal,Social,21,MIG-2025-11,2369,414,Churned
C001218,2024-02-12,Western Cape,Organic,13,MIG-2025-11,1398,385,Active
C001219,2022-07-27,KwaZulu-Natal,Social,23,MIG-2025-11,2443,0,Active
C001220,2021-03-16,Eastern Cape,Paid Search,43,MIG-2025-11,2005,0,Active
C001221,2022-05-06,KwaZulu-Natal,Social,50,MIG-2025-11,4330,0,Active
C001222,2023-05-26,KwaZulu-Natal,Paid Search,13,MIG-2025-11,1711,0,Active
C001223,2024-03-07,Limpopo,Paid Search,39,MIG-2025-11,2195,0,Active
C001224,2023-07-23,Gauteng,Paid Search,59,MIG-2025-11,5082,0,Active
C001225,2021-10-24,Gauteng,Paid Search,32,MIG-2025-11,3013,0,Active
C001226,2024-01-21,Limpopo,Social,35,MIG-2025-11,6016,0,Active
C001227,2023-09-12,Gauteng,Social,58,MIG-2025-11,5274,653,Active
C001228,2020-09-16,Gauteng,Referral,31,MIG-2025-11,7106,180,Churned
C001229,2020-02-26,Eastern Cape,Organic,42,MIG-2025-11,1384,1093,Churned
C001230,2023-10-23,Western Cape,Paid Search,50,MIG-2025-11,914,536,Churned
C001231,2022-03-14,Western Cape,Email,58,MIG-2025-11,1285,1011,Active
C001232,2021-05-17,Limpopo,Social,59,MIG-2025-11,3212,909,Churned
C001233,2024-05-18,Eastern Cape,Paid Search,21,MIG-2025-11,736,0,Active
C001234,2024-10-15,KwaZulu-Natal,Referral,17,MIG-2025-11,4023,1023,Churned
C001235,2022-12-14,Western Cape,Referral,15,MIG-2025-11,2443,907,Churned
C001236,2024-02-04,Limpopo,Referral,15,MIG-2025-11,1071,0,Active
C001237,2021-09-13,Gauteng,Organic,58,MIG-2025-11,4710,1317,Churned
C001238,2022-10-01,KwaZulu-Natal,Social,20,MIG-2025-11,856,0,Active
C001239,2024-06-06,KwaZulu-Natal,Social,34,MIG-2025-11,3609,0,Active
C001240,2022-05-03,Limpopo,Referral,37,MIG-2025-11,6237,447,Churned
C001241,2022-09-26,Western Cape,Organic,37,MIG-2025-11,3010,1068,Active
C001242,2022-09-01,Western Cape,Email,30,MIG-2025-11,6393,0,Active
C001243,2023-09-04,Eastern Cape,Paid Search,39,MIG-2025-11,6938,0,Active
C001244,2021-06-07,KwaZulu-Natal,Organic,4,MIG-2025-11,96,0,Active
C001245,2022-10-17,KwaZulu-Natal,Paid Search,25,MIG-2025-11,5208,0,Churned
C001246,2024-02-16,Limpopo,Social,47,MIG-2025-11,1995,682,Churned
C001247,2020-10-19,Eastern Cape,Paid Search,38,MIG-2025-11,7136,0,Active
C001248,2021-06-20,Limpopo,Social,49,MIG-2025-11,6233,0,Active
C001249,2023-01-21,KwaZulu-Natal,Organic,22,MIG-2025-11,1388,389,Churned
C001250,2023-06-09,Eastern Cape,Paid Search,39,MIG-2025-11,3420,0,Active
C001251,2023-02-08,KwaZulu-Natal,Email,6,MIG-2025-11,6411,0,Active
C001252,2023-01-02,Eastern Cape,Referral,58,MIG-2025-11,1467,0,Active
C001253,2021-04-01,KwaZulu-Natal,Referral,36,MIG-2025-11,200,0,Active
C001254,2023-02-07,Limpopo,Referral,6,MIG-2025-11,1559,0,Active
C001255,2022-01-27,Gauteng,Email,10,MIG-2025-11,5626,0,Active
C001256,2021-04-17,Gauteng,Referral,37,MIG-2025-11,6203,0,Active
C001257,2024-12-07,Limpopo,Paid Search,49,MIG-2025-11,3469,0,Active
C001258,2023-12-09,Western Cape,Referral,49,MIG-2025-11,3456,0,Active
C001259,2021-07-01,Eastern Cape,Email,32,MIG-2025-11,5641,0,Active
C001260,2021-08-19,Western Cape,Organic,10,MIG-2025-11,3436,0,Active
C001261,2022-08-24,Limpopo,Paid Search,51,MIG-2025-11,4548,0,Active
C001262,2024-09-05,Eastern Cape,Referral,23,MIG-2025-11,6934,0,Active
C001263,2024-07-11,Eastern Cape,Referral,35,MIG-2025-11,47,0,Active
C001264,2023-07-15,Limpopo,Social,15,MIG-2025-11,5812,0,Active
C001265,2023-12-25,Gauteng,Referral,10,MIG-2025-11,5010,0,Active
C001266,2020-02-19,KwaZulu-Natal,Email,4,MIG-2025-11,4893,0,Active
C001267,2023-05-05,Western Cape,Email,30,MIG-2025-11,6899,0,Active
C001268,2020-02-16,Eastern Cape,Referral,24,MIG-2025-11,4770,0,Active
C001269,2022-03-23,KwaZulu-Natal,Referral,27,MIG-2025-11,4054,0,Active
C001270,2023-10-17,Western Cape,Organic,49,MIG-2025-11,2828,0,Active
C001271,2020-12-20,Gauteng,Paid Search,46,MIG-2025-11,973,0,Active
C001272,2022-07-18,Limpopo,Social,6,MIG-2025-11,6978,1147,Active
C001273,2021-02-10,Western Cape,Social,48,MIG-2025-11,5713,0,Active
C001274,2020-02-25,Gauteng,Email,27,MIG-2025-11,3133,0,Active
C001275,2020-02-26,Eastern Cape,Paid Search,34,MIG-2025-11,5626,0,Active
C001276,2021-09-18,Limpopo,Referral,25,MIG-2025-11,2344,0,Active
C001277,2022-01-01,KwaZulu-Natal,Email,35,MIG-2025-11,5249,0,Active
C001278,2022-09-19,Limpopo,Organic,30,MIG-2025-11,1970,0,Active
C001279,2024-12-12,KwaZulu-Natal,Referral,54,MIG-2025-11,5364,1085,Active
C001280,2024-02-23,Gauteng,Email,45,MIG-2025-11,1618,0,Active
C001281,2024-01-20,Western Cape,Email,27,MIG-2025-11,2298,1414,Churned
C001282,2024-11-22,Limpopo,Referral,23,MIG-2025-11,5256,0,Active
C001283,2022-05-16,Limpopo,Referral,43,MIG-2025-11,4109,0,Active
C001284,2021-08-11,Gauteng,Organic,16,MIG-2025-11,1619,0,Active
C001285,2022-01-21,Limpopo,Referral,28,MIG-2025-11,6631,137,Churned
C001286,2023-05-04,KwaZulu-Natal,Social,37,MIG-2025-11,4593,0,Active
C001287,2024-04-15,Gauteng,Paid Search,52,MIG-2025-11,4336,0,Active
C001288,2024-03-01,Gauteng,Social,43,MIG-2025-11,5865,0,Active
C001289,2020-06-22,KwaZulu-Natal,Paid Search,54,MIG-2025-11,468,0,Active
C001290,2024-12-03,KwaZulu-Natal,Social,16,MIG-2025-11,5224,0,Active
C001291,2020-06-17,Gauteng,Organic,6,MIG-2025-11,6039,0,Active
C001292,2024-07-12,Limpopo,Paid Search,15,MIG-2025-11,7016,0,Active
C001293,2023-11-27,Western Cape,Referral,51,MIG-2025-11,6420,0,Active
C001294,2020-01-27,Limpopo,Email,17,MIG-2025-11,6573,0,Active
C001295,2024-07-16,Eastern Cape,Social,34,MIG-2025-11,5080,698,Active
C001296,2022-04-27,Gauteng,Organic,13,MIG-2025-11,4124,0,Churned
C001297,2023-06-20,Eastern Cape,Email,22,MIG-2025-11,6761,0,Active
C001298,2022-11-12,Western Cape,Paid Search,20,MIG-2025-11,1808,868,Active
C001299,2020-05-03,Gauteng,Email,28,MIG-2025-11,4627,0,Active
C001300,2020-08-09,Western Cape,Email,34,MIG-2025-11,6570,0,Active
C001301,2020-11-27,Western Cape,Paid Search,5,MIG-2025-11,701,0,Active
C001302,2023-12-20,Eastern Cape,Organic,38,MIG-2025-11,5118,0,Active
C001303,2022-01-10,KwaZulu-Natal,Social,44,MIG-2025-11,2607,0,Active
C001304,2023-02-16,KwaZulu-Natal,Referral,51,MIG-2025-11,1348,102,Churned
C001305,2022-11-15,Gauteng,Organic,14,MIG-2025-11,4832,343,Active
C001306,2022-03-13,KwaZulu-Natal,Referral,48,MIG-2025-11,1376,1525,Churned
C001307,2021-12-25,KwaZulu-Natal,Social,37,MIG-2025-11,6547,1078,Churned
C001308,2024-04-06,Limpopo,Organic,6,MIG-2025-11,4549,315,Churned
C001309,2022-12-15,KwaZulu-Natal,Organic,8,MIG-2025-11,5086,0,Active
C001310,2024-06-19,Western Cape,Email,45,MIG-2025-11,5238,0,Active
C001311,2020-09-08,KwaZulu-Natal,Social,35,MIG-2025-11,6031,0,Active
C001312,2022-09-04,Eastern Cape,Referral,12,MIG-2025-11,1788,0,Churned
C001313,2023-11-05,KwaZulu-Natal,Organic,51,MIG-2025-11,272,0,Active
C001314,2024-11-02,Gauteng,Organic,3,MIG-2025-11,5825,0,Active
C001315,2023-11-06,KwaZulu-Natal,Email,49,MIG-2025-11,816,0,Churned
C001316,2023-06-26,Eastern Cape,Organic,32,MIG-2025-11,3908,562,Churned
C001317,2022-09-05,Western Cape,Paid Search,3,MIG-2025-11,5084,0,Active
C001318,2023-07-16,Western Cape,Referral,5,MIG-2025-11,7125,0,Active
C001319,2023-12-06,Western Cape,Paid Search,47,MIG-2025-11,4477,0,Active
C001320,2023-05-14,Eastern Cape,Referral,48,MIG-2025-11,271,287,Churned
C001321,2021-06-15,KwaZulu-Natal,Referral,34,MIG-2025-11,2183,373,Active
C001322,2023-01-07,KwaZulu-Natal,Paid Search,7,MIG-2025-11,103,1343,Churned
C001323,2022-02-09,Limpopo,Organic,36,MIG-2025-11,114,0,Churned
C001324,2020-01-14,Gauteng,Paid Search,23,MIG-2025-11,5351,0,Churned
C001325,2020-06-27,KwaZulu-Natal,Paid Search,8,MIG-2025-11,1467,894,Churned
C001326,2021-05-12,KwaZulu-Natal,Organic,9,MIG-2025-11,195,0,Active
C001327,2022-11-01,KwaZulu-Natal,Organic,13,MIG-2025-11,6743,0,Active
C001328,2024-07-16,Western Cape,Email,30,MIG-2025-11,3409,0,Active
C001329,2024-04-27,Limpopo,Email,11,MIG-2025-11,1633,0,Active
C001330,2020-11-14,Limpopo,Social,16,MIG-2025-11,4914,0,Active
C001331,2020-12-23,Western Cape,Referral,16,MIG-2025-11,6449,0,Churned
C001332,2021-07-27,KwaZulu-Natal,Referral,10,MIG-2025-11,2655,1565,Churned
C001333,2024-04-22,Limpopo,Social,52,MIG-2025-11,5546,0,Churned
C001334,2020-08-26,KwaZulu-Natal,Referral,46,MIG-2025-11,3841,0,Active
C001335,2020-07-04,Eastern Cape,Organic,27,MIG-2025-11,3322,0,Active
C001336,2022-11-21,Gauteng,Paid Search,31,MIG-2025-11,3801,0,Active
C001337,2023-06-24,Limpopo,Referral,38,MIG-2025-11,575,0,Active
C001338,2023-06-17,Limpopo,Organic,34,MIG-2025-11,3224,1350,Churned
C001339,2022-07-22,Gauteng,Organic,54,MIG-2025-11,4257,1204,Active
C001340,2024-01-17,Gauteng,Organic,25,MIG-2025-11,2441,0,Active
C001341,2023-08-04,Gauteng,Social,23,MIG-2025-11,4732,1648,Active
C001342,2022-01-22,Eastern Cape,Organic,10,MIG-2025-11,4993,1049,Active
C001343,2023-04-04,KwaZulu-Natal,Social,27,MIG-2025-11,6571,895,Active
C001344,2023-03-02,Gauteng,Email,45,MIG-2025-11,1057,563,Active
C001345,2021-06-24,KwaZulu-Natal,Paid Search,54,MIG-2025-11,5858,201,Churned
C001346,2022-03-22,KwaZulu-Natal,Email,56,MIG-2025-11,7121,0,Active
C001347,2022-01-10,Gauteng,Referral,36,MIG-2025-11,6384,0,Active
C001348,2024-05-10,Western Cape,Paid Search,12,MIG-2025-11,6148,1224,Churned
C001349,2023-10-26,Limpopo,Email,49,MIG-2025-11,2571,0,Active
C001350,2024-11-24,Western Cape,Email,14,MIG-2025-11,7006,0,Active
C001351,2024-02-27,Gauteng,Paid Search,13,MIG-2025-11,5936,0,Active
C001352,2020-12-16,Western Cape,Organic,52,MIG-2025-11,5237,1341,Churned
C001353,2023-09-12,KwaZulu-Natal,Referral,7,MIG-2025-11,3458,532,Churned
C001354,2020-10-10,Gauteng,Referral,27,MIG-2025-11,1639,0,Active
C001355,2023-09-24,Eastern Cape,Paid Search,15,MIG-2025-11,1960,0,Active
C001356,2023-04-22,Eastern Cape,Organic,38,MIG-2025-11,6768,0,Active
